"SPECIES","NAME"
"S786","Lithothelium phaeosporum"
"S787","Llimonaea sorediata"
"S788","Lobaria amplissima"
"S789","Lobaria pulmonaria"
"S790","Lobaria scrobiculata"
"S791","Lobaria virens"
"S792","Lopadium disciforme"
"S793","Lopadium pezizoideum"
"S794","Loxospora elatina"
"S795","Massalongia carnosa"
"S796","Megalaria grossa"
"S797","Megalaria laureri"
"S798","Megalaria pulverea"
"S799","Megalospora tuberculosa"
"S800","Megaspora verrucosa"
"S801","Melanelia hepatizon"
"S802","Melanelia stygia"
"S803","Melanelixia fuliginosa"
"S804","Melanelixia glabratula"
"S805","Melanelixia subaurifera"
"S806","Melanohalea elegantula"
"S807","Melanohalea exasperata"
"S808","Melanohalea exasperatula"
"S809","Melanohalea laciniatula"
"S810","Melanohalea septentrionalis"
"S811","Melaspilea atroides"
"S812","Melaspilea granitophila"
"S813","Melaspilea interjecta"
"S814","Menegazzia subsimilis"
"S815","Menegazzia terebrata"
"S816","Micarea adnata"
"S817","Micarea alabastrites"
"S818","Micarea assimilata"
"S819","Micarea botryoides"
"S820","Micarea cinerea"
"S821","Micarea coppinsii"
"S822","Micarea deminuta"
"S823","Micarea denigrata"
"S824","Micarea doliiformis"
"S825","Micarea erratica"
"S826","Micarea farinosa"
"S827","Micarea hedlundii"
"S828","Micarea herbarum"
"S829","Micarea incrassata"
"S830","Micarea lapillicola"
"S831","Micarea leprosula"
"S832","Micarea lignaria"
"S833","Micarea lithinella"
"S834","Micarea lynceola"
"S835","Micarea marginata"
"S836","Micarea melaena"
"S837","Micarea misella"
"S838","Micarea myriocarpa"
"S839","Micarea nigella"
"S840","Micarea nitschkeana"
"S841","Micarea paratropa"
"S842","Micarea peliocarpa"
"S843","Micarea prasina s. lat."
"S844","Micarea pycnidiophora"
"S845","Micarea stipitata"
"S846","Micarea subconfusa"
"S847","Micarea submilliaria"
"S848","Micarea subnigrata"
"S849","Micarea synotheoides"
"S850","Micarea ternaria"
"S851","Micarea turfosa"
"S852","Micarea viridiatra"
"S853","Miriquidica atrofulva"
"S854","Miriquidica complanata"
"S855","Miriquidica griseoatra"
"S856","Miriquidica leucophaea"
"S857","Miriquidica lulensis"
"S858","Miriquidica nigroleprosa"
"S859","Miriquidica pycnocarpa"
"S860","Moelleropsis nebulosa"
"S861","Montanelia disjuncta"
"S862","Multiclavula mucida"
"S863","Mycobilimbia epixanthoides"
"S864","Mycobilimbia pilularis"
"S865","Mycoblastus affinis"
"S866","Mycoblastus caesius"
"S867","Mycoblastus sanguinarius"
"S868","Myochroidea porphyrospoda"
"S869","Myriolecis actophila"
"S870","Myriolecis agardhiana"
"S871","Myriolecis albescens"
"S872","Myriolecis andrewii"
"S873","Myriolecis antiqua"
"S874","Myriolecis crenulata"
"S875","Myriolecis dispersa"
"S876","Myriolecis fugiens"
"S877","Myriolecis hagenii"
"S878","Myriolecis invadens"
"S879","Myriolecis persimilis"
"S880","Myriolecis pruinosa"
"S881","Myriolecis salina"
"S882","Myriolecis sambuci"
"S883","Myriolecis semipallida"
"S884","Myriolecis straminea"
"S885","Myriolecis zosterae"
"S886","Myriospora myochroa"
"S887","Myriospora rufescens"
"S888","Myriospora scabrida"
"S889","Myriospora smaragdula"
"S890","Nephroma laevigatum"
"S891","Nephroma parile"
"S892","Nephroma tangeriense"
"S893","Nevesia sampaiana"
"S894","Normandina acroglypta"
"S895","Normandina pulchella"
"S896","Ochrolechia androgyna"
"S897","Ochrolechia arborea"
"S898","Ochrolechia frigida"
"S899","Ochrolechia inaequatula"
"S900","Ochrolechia parella"
"S901","Ochrolechia subviridis"
"S902","Ochrolechia szatalaensis"
"S903","Ochrolechia tartarea"
"S904","Ochrolechia turneri s. lat."
"S905","Ochrolechia xanthostoma"
"S906","Opegrapha areniseda"
"S907","Opegrapha atra"
"S908","Opegrapha calcarea"
"S909","Opegrapha cesareensis"
"S910","Opegrapha corticola"
"S911","Opegrapha dolomitica"
"S912","Opegrapha fumosa"
"S913","Opegrapha glaucomaria"
"S914","Opegrapha gyrocarpa"
"S915","Opegrapha herbarum"
"S916","Opegrapha lithyrga"
"S917","Opegrapha mougeotii"
"S918","Opegrapha niveoatra"
"S919","Opegrapha ochrocheila"
"S920","Opegrapha paraxanthodes"
"S921","Opegrapha physciaria"
"S922","Opegrapha prosodea"
"S923","Opegrapha saxigena"
"S924","Opegrapha sorediifera"
"S925","Opegrapha subelevata"
"S926","Opegrapha trochodes"
"S927","Opegrapha varia"
"S928","Opegrapha vermicellifera"
"S929","Opegrapha viridipruinosa"
"S930","Opegrapha viridis"
"S931","Opegrapha vulgata"
"S932","Opegrapha xerica"
"S933","Opegrapha zwackhii"
"S934","Ophioparma ventosa"
"S935","Orphniospora moriopsis"
"S936","Pachnolepia pruinata"
"S937","Pachyphiale carneola"
"S938","Pachyphiale fagicola"
"S939","Pannaria conoplea"
"S940","Pannaria hookeri"
"S941","Pannaria rubiginosa"
"S942","Paralecanographa grumulosa"
"S943","Parmelia discordans"
"S944","Parmelia omphalodes"
"S945","Parmelia saxatilis s. lat."
"S946","Parmelia submontana"
"S947","Parmelia sulcata"
"S948","Parmeliella parvula"
"S949","Parmeliella testacea"
"S950","Parmeliella triptophylla"
"S951","Parmelina carporrhizans"
"S952","Parmelina pastillifera"
"S953","Parmelina tiliacea"
"S954","Parmelinopsis horrescens"
"S955","Parmelinopsis minarum"
"S956","Parmeliopsis ambigua"
"S957","Parmeliopsis hyperopta"
"S958","Parmotrema arnoldii"
"S959","Parmotrema crinitum"
"S960","Parmotrema perlatum"
"S961","Parmotrema pseudoreticulatum"
"S962","Parmotrema reticulatum"
"S963","Parmotrema robustum"
"S964","Pectenia atlantica"
"S965","Pectenia cyanoloma"
"S966","Pectenia ligulata"
"S967","Pectenia plumbea s. lat."
"S968","Peltigera britannica"
"S969","Peltigera collina"
"S970","Peltigera degenii"
"S971","Peltigera didactyla"
"S972","Peltigera elisabethae"
"S973","Peltigera horizontalis"
"S974","Peltigera hymenina"
"S975","Peltigera leucophlebia"
"S976","Peltigera malacea"
"S977","Peltigera membranacea s. lat."
"S978","Peltigera neckeri"
"S979","Peltigera polydactylon"
"S980","Peltigera ponojensis"
"S981","Peltigera praetextata"
"S982","Peltigera rufescens"
"S983","Peltigera venosa"
"S984","Pertusaria albescens"
"S985","Pertusaria amara"
"S986","Pertusaria amarescens"
"S987","Pertusaria aspergilla"
"S988","Pertusaria borealis"
"S989","Pertusaria chiodectonoides"
"S990","Pertusaria coccodes"
"S991","Pertusaria corallina"
"S992","Pertusaria coronata"
"S993","Pertusaria dactylina"
"S994","Pertusaria excludens"
"S995","Pertusaria flavicans"
"S996","Pertusaria flavida"
"S997","Pertusaria flavocorallina"
"S998","Pertusaria geminipara"
"S999","Pertusaria glomerata"
"S1000","Pertusaria hymenea"
"S1001","Pertusaria lactescens"
"S1002","Pertusaria leioplaca"
"S1003","Pertusaria melanochlora"
"S1004","Pertusaria monogona"
"S1005","Pertusaria multipuncta"
"S1006","Pertusaria oculata"
"S1007","Pertusaria ophthalmiza"
"S1008","Pertusaria pertusa"
"S1009","Pertusaria pluripuncta"
"S1010","Pertusaria pseudocorallina"
"S1011","Pertusaria pupillaris"
"S1012","Pertusaria pustulata"
"S1013","Petractis clausa"
"S1014","Petractis nodispora"
"S1015","Phaeographis dendritica"
"S1016","Phaeographis inusta"
"S1017","Phaeographis lyellii"
"S1018","Phaeographis smithii"
"S1019","Phaeophyscia endococcina"
"S1020","Phaeophyscia endophoenicea"
"S1021","Phaeophyscia nigricans"
"S1022","Phaeophyscia orbicularis"
"S1023","Phaeophyscia sciastra"
"S1024","Phlyctis agelaea"
"S1025","Phlyctis argena"
"S1026","Phoma lobariae"
"S1027","Phylloblastia fortuita"
"S1028","Phylloblastia inexpectata"
"S1029","Phyllopsora rosei"
"S1030","Physcia adscendens"
"S1031","Physcia aipolia"
"S1032","Physcia caesia"
"S1033","Physcia clementei"
"S1034","Physcia dubia"
"S1035","Physcia leptalea"
"S1036","Physcia stellaris"
"S1037","Physcia tenella"
"S1038","Physcia tribacia"
"S1039","Physcia tribacioides"
"S1040","Physconia distorta"
"S1041","Physconia enteroxantha"
"S1042","Physconia grisea"
"S1043","Physconia perisidiosa"
"S1044","Piccolia ochrophora"
"S1045","Pilophorus strumaticus"
"S1046","Placidiopsis custnani"
"S1047","Placidium boccanum"
"S1048","Placidium lachneum"
"S1049","Placidium pilosellum"
"S1050","Placidium rufescens"
"S1051","Placidium squamulosum"
"S1052","Placopsis gelida"
"S1053","Placopsis lambii"
"S1054","Placopyrenium canellum"
"S1055","Placopyrenium cinereoatratum"
"S1056","Placopyrenium fuscellum"
"S1057","Placynthiella dasaea"
"S1058","Placynthiella hyporhoda"
"S1059","Placynthiella icmalea"
"S1060","Placynthiella oligotropha"
"S1061","Placynthiella uliginosa"
"S1062","Placynthium asperellum"
"S1063","Placynthium dolichoterum"
"S1064","Placynthium flabellosum"
"S1065","Placynthium garovaglii"
"S1066","Placynthium hungaricum"
"S1067","Placynthium lismorense"
"S1068","Placynthium nigrum"
"S1069","Placynthium pannariellum"
"S1070","Placynthium subradiatum"
"S1071","Placynthium tantaleum"
"S1072","Placynthium tremniacum"
"S1073","Platismatia glauca"
"S1074","Platismatia norvegica"
"S1075","Pleopsidium chlorophanum"
"S1076","Pleurosticta acetabulum"
"S1077","Poeltinula cerebrina"
"S1078","Polyblastia agraria"
"S1079","Polyblastia albida"
"S1080","Polyblastia cupularis"
"S1081","Polyblastia dermatodes"
"S1082","Polyblastia efflorescens"
"S1083","Polyblastia philaea"
"S1084","Polyblastia quartzina"
"S1085","Polyblastia sendtneri"
"S1086","Polyblastia verrucosa"
"S1087","Polychidium muscicola"
"S1088","Polysporina cyclocarpa"
"S1089","Polysporina simplex"
"S1090","Polysporina subfuscescens"
"S1091","Porina aenea"
"S1092","Porina ahlesiana"
"S1093","Porina borreri"
"S1094","Porina byssophila"
"S1095","Porina chlorotica"
"S1096","Porina coralloidea"
"S1097","Porina curnowii"
"S1098","Porina effilata"
"S1099","Porina ginzbergeri"
"S1100","Porina grandis"
"S1101","Porina guentheri "
"S1102","Porina hibernica"
"S1103","Porina interjungens"
"S1104","Porina lectissima"
"S1105","Porina leptalea"
"S1106","Porina linearis"
"S1107","Porina mammillosa"
"S1108","Porina multipuncta"
"S1109","Porina rivalis"
"S1110","Porina rosei"
"S1111","Porocyphus coccodes"
"S1112","Porocyphus kenmorensis"
"S1113","Porocyphus leptogiella"
"S1114","Porpidia cinereoatra"
"S1115","Porpidia contraponenda"
"S1116","Porpidia crustulata"
"S1117","Porpidia flavicunda"
"S1118","Porpidia flavocruenta"
"S1119","Porpidia hydrophila"
"S1120","Porpidia irrigua"
"S1121","Porpidia macrocarpa"
"S1122","Porpidia melinodes"
"S1123","Porpidia ochrolemma"
"S1124","Porpidia pachythallina"
"S1125","Porpidia platycarpoides"
"S1126","Porpidia rugosa"
"S1127","Porpidia soredizodes"
"S1128","Porpidia speirea"
"S1129","Porpidia striata"
"S1130","Porpidia superba"
"S1131","Porpidia tuberculosa"
"S1132","Pronectria fissuriprodiens"
"S1133","Protoblastenia calva"
"S1134","Protoblastenia cyclospora"
"S1135","Protoblastenia incrustans"
"S1136","Protoblastenia lilacina"
"S1137","Protoblastenia rupestris"
"S1138","Protoblastenia siebenhaariana"
"S1139","Protomicarea limosa"
"S1140","Protopannaria pezizoides"
"S1141","Protoparmelia atriseda"
"S1142","Protoparmelia badia"
"S1143","Protoparmelia memnonia"
"S1144","Protoparmelia montagnei"
"S1145","Protoparmelia nephaea"
"S1146","Protoparmelia ochrococca"
"S1147","Protoparmelia oleagina"
"S1148","Protothelenella corrosa"
"S1149","Protothelenella sphinctrinoidella"
"S1150","Protothelenella sphinctrinoides"
"S1151","Pseudephebe pubescens"
"S1152","Pseudevernia furfuracea s. lat."
"S1153","Pseudocyphellaria crocata"
"S1154","Pseudocyphellaria intricata"
"S1155","Pseudocyphellaria lacerata"
"S1156","Pseudocyphellaria norvegica"
"S1157","Pseudoschismatomma rufescens"
"S1158","Pseudothelomma ocellatum"
"S1159","Psilolechia clavulifera"
"S1160","Psilolechia leprosa"
"S1161","Psilolechia lucida"
"S1162","Psora decipiens"
"S1163","Psora rubiformis"
"S1164","Psoroglaena abscondita"
"S1165","Psoroglaena stigonemoides"
"S1166","Psoroma hypnorum"
"S1167","Psorotichia schaereri"
"S1168","Pterygiopsis concordatula"
"S1169","Pterygiopsis lacustris"
"S1170","Ptychographa xylographoides"
"S1171","Punctelia borreri"
"S1172","Punctelia reddenda"
"S1173","Punctelia subrudecta s. lat."
"S1174","Puttea caesia"
"S1175","Pycnora sorophora"
"S1176","Pycnora xanthococca"
"S1177","Pycnothelia papillaria"
"S1178","Pyrenocarpon thelostomum"
"S1179","Pyrenopsis grumulifera"
"S1180","Pyrenopsis impolita"
"S1181","Pyrenopsis phylliscella"
"S1182","Pyrenopsis subareolata"
"S1183","Pyrenula acutispora"
"S1184","Pyrenula chlorospila"
"S1185","Pyrenula hibernica"
"S1186","Pyrenula laevigata"
"S1187","Pyrenula macrospora"
"S1188","Pyrenula nitida"
"S1189","Pyrenula nitidella"
"S1190","Pyrenula occidentalis"
"S1191","Pyrrhospora quernea"
"S1192","Pyrrhospora rubiginans"
"S1193","Racodium rupestre"
"S1194","Ramalina calicaris"
"S1195","Ramalina canariensis"
"S1196","Ramalina chondrina"
"S1197","Ramalina cuspidata"
"S1198","Ramalina farinacea"
"S1199","Ramalina fastigiata"
"S1200","Ramalina fraxinea"
"S1201","Ramalina lacera"
"S1202","Ramalina pollinaria"
"S1203","Ramalina polymorpha"
"S1204","Ramalina portuensis"
"S1205","Ramalina siliquosa"
"S1206","Ramalina subfarinacea"
"S1207","Ramonia chrysophaea"
"S1208","Ramonia dictyospora"
"S1209","Ramonia interjecta"
"S1210","Ramonia nigra"
"S1211","Rhaphidicyrtis trichosporella"
"S1212","Rhexophiale rhexoblephara"
"S1213","Rhizocarpon alpicola"
"S1214","Rhizocarpon amphibium"
"S1215","Rhizocarpon anaperum"
"S1216","Rhizocarpon badioatrum"
"S1217","Rhizocarpon caesium"
"S1218","Rhizocarpon chioneum"
"S1219","Rhizocarpon cinereonigrum"
"S1220","Rhizocarpon cinereovirens"
"S1221","Rhizocarpon copelandii"
"S1222","Rhizocarpon distinctum"
"S1223","Rhizocarpon expallescens"
"S1224","Rhizocarpon furfurosum"
"S1225","Rhizocarpon geminatum"
"S1226","Rhizocarpon geographicum"
"S1227","Rhizocarpon hochstetteri"
"S1228","Rhizocarpon infernulum"
"S1229","Rhizocarpon intermediellum"
"S1230","Rhizocarpon jemtlandicum"
"S1231","Rhizocarpon lavatum"
"S1232","Rhizocarpon lecanorinum"
"S1233","Rhizocarpon oederi"
"S1234","Rhizocarpon petraeum"
"S1235","Rhizocarpon polycarpum"
"S1236","Rhizocarpon reductum"
"S1237","Rhizocarpon richardii"
"S1238","Rhizocarpon simillimum"
"S1239","Rhizocarpon subgeminatum"
"S1240","Rhizocarpon sublavatum"
"S1241","Rhizocarpon umbilicatum"
"S1242","Rhizocarpon viridiatrum"
"S1243","Rimularia badioatra"
"S1244","Rimularia intercedens"
"S1245","Rimularia limborina"
"S1246","Rimularia mullensis"
"S1247","Rinodina aspersa"
"S1248","Rinodina atrocinerea"
"S1249","Rinodina beccariana"
"S1250","Rinodina biloculata"
"S1251","Rinodina bischoffii"
"S1252","Rinodina calcarea"
"S1253","Rinodina confragosa"
"S1254","Rinodina conradii"
"S1255","Rinodina efflorescens"
"S1256","Rinodina exigua"
"S1257","Rinodina fimbriata"
"S1258","Rinodina flavosoralifera"
"S1259","Rinodina griseosoralifera"
"S1260","Rinodina immersa"
"S1261","Rinodina intermedia"
"S1262","Rinodina interpolata"
"S1263","Rinodina isidioides"
"S1264","Rinodina luridescens"
"S1265","Rinodina milvina"
"S1266","Rinodina occulta"
"S1267","Rinodina oleae"
"S1268","Rinodina orculariopsis"
"S1269","Rinodina oxydata"
"S1270","Rinodina parasitica"
"S1271","Rinodina pityrea"
"S1272","Rinodina pyrina"
"S1273","Rinodina roboris"
"S1274","Rinodina sophodes"
"S1275","Rinodina teichophila"
"S1276","Roccella fuciformis"
"S1277","Roccella phycopsis"
"S1278","Roccellographa circumscripta"
"S1279","Romjularia lurida"
"S1280","Ropalospora lugubris"
"S1281","Ropalospora viridis"
"S1282","Sagiolechia protuberans"
"S1283","Sarcogyne clavus"
"S1284","Sarcogyne hypophaea"
"S1285","Sarcogyne regularis"
"S1286","Sarcosagium campestre"
"S1287","Schadonia fecunda"
"S1288","Schaereria cinereorufa"
"S1289","Schaereria fuscocinerea"
"S1290","Schismatomma graphidioides"
"S1291","Schismatomma umbrinum"
"S1292","Schizotrema quercicola"
"S1293","Sclerophora pallida"
"S1294","Sclerophora peronella"
"S1295","Scoliciosporum chlorococcum"
"S1296","Scoliciosporum intrusum"
"S1297","Scoliciosporum pruinosum"
"S1298","Scoliciosporum sarothamni"
"S1299","Scoliciosporum umbrinum"
"S1300","Scutula epicladonia"
"S1301","Siphula ceratites"
"S1302","Snippocia nivea"
"S1303","Solenopsora candicans"
"S1304","Solenopsora holophaea"
"S1305","Solenopsora liparina"
"S1306","Solenopsora vulturiensis"
"S1307","Solorina bispora"
"S1308","Solorina crocea"
"S1309","Solorina saccata"
"S1310","Solorina spongiosa"
"S1311","Sparria endlicheri"
"S1312","Sphaerophorus fragilis"
"S1313","Sphaerophorus globosus"
"S1314","Spilonema paradoxum"
"S1315","Sporastatia polyspora"
"S1316","Sporodictyon cruentum"
"S1317","Sporodictyon schaererianum"
"S1318","Sporodictyon terrestre"
"S1319","Sporodophoron cretaceum"
"S1320","Squamarina cartilaginea"
"S1321","Squamarina lentigera"
"S1322","Staurothele areolata"
"S1323","Staurothele bacilligera"
"S1324","Staurothele caesia"
"S1325","Staurothele fissa"
"S1326","Staurothele geoica"
"S1327","Staurothele guestphalica"
"S1328","Staurothele hymenogonia"
"S1329","Staurothele rugulosa"
"S1330","Staurothele rupifraga"
"S1331","Staurothele succedens"
"S1332","Steinia geophana"
"S1333","Stereocaulon alpinum"
"S1334","Stereocaulon condensatum"
"S1335","Stereocaulon dactylophyllum"
"S1336","Stereocaulon delisei"
"S1337","Stereocaulon evolutum"
"S1338","Stereocaulon glareosum"
"S1339","Stereocaulon leucophaeopsis"
"S1340","Stereocaulon nanodes"
"S1341","Stereocaulon pileatum"
"S1342","Stereocaulon plicatile"
"S1343","Stereocaulon saxatile"
"S1344","Stereocaulon spathuliferum"
"S1345","Stereocaulon tornense"
"S1346","Stereocaulon vesuvianum"
"S1347","Sticta canariensis"
"S1348","Sticta fuliginosa s. lat."
"S1349","Sticta limbata"
"S1350","Sticta sylvatica"
"S1351","Strangospora microhaema"
"S1352","Strangospora moriformis"
"S1353","Strangospora pinicola"
"S1354","Strigula confusa"
"S1355","Strigula jamesii"
"S1356","Strigula phaea"
"S1357","Strigula stigmatella"
"S1358","Strigula tagananae"
"S1359","Strigula taylorii"
"S1360","Synalissa ramulosa"
"S1361","Synarthonia astroidestera"
"S1362","Syncesia myrticola"
"S1363","Teloschistes chrysophthalmus"
"S1364","Teloschistes flavicans"
"S1365","Tephromela atra"
"S1366","Tephromela grumosa"
"S1367","Tephromela pertusarioides"
"S1368","Thamnolia vermicularis"
"S1369","Thelenella larbalestieri"
"S1370","Thelenella modesta"
"S1371","Thelenella muscorum"
"S1372","Thelidium decipiens"
"S1373","Thelidium fontigenum"
"S1374","Thelidium fumidum"
"S1375","Thelidium impressum"
"S1376","Thelidium incavatum"
"S1377","Thelidium minutulum"
"S1378","Thelidium papulare"
"S1379","Thelidium pluvium"
"S1380","Thelidium pyrenophorum"
"S1381","Thelidium zwackhii"
"S1382","Thelocarpon coccosporum"
"S1383","Thelocarpon epibolum s. lat."
"S1384","Thelocarpon impressellum"
"S1385","Thelocarpon intermediellum"
"S1386","Thelocarpon laureri"
"S1387","Thelocarpon lichenicola"
"S1388","Thelocarpon opertum"
"S1389","Thelocarpon pallidum"
"S1390","Thelocarpon sphaerosporum"
"S1391","Thelocarpon strasseri"
"S1392","Thelopsis isiaca"
"S1393","Thelopsis melathelia"
"S1394","Thelopsis rubella"
"S1395","Thelotrema lepadinum"
"S1396","Thelotrema macrosporum"
"S1397","Thermutis velutina"
"S1398","Thrombium epigaeum"
"S1399","Toninia aromatica"
"S1400","Toninia episema"
"S1401","Toninia fusispora"
"S1402","Toninia mesoidea"
"S1403","Toninia physaroides"
"S1404","Toninia sedifolia"
"S1405","Toninia squalescens"
"S1406","Toninia squalida"
"S1407","Toninia thiopsora"
"S1408","Toninia verrucarioides"
"S1409","Trapelia coarctata"
"S1410","Trapelia corticola"
"S1411","Trapelia glebulosa s. lat."
"S1412","Trapelia obtegens"
"S1413","Trapelia placodioides"
"S1414","Trapeliopsis flexuosa"
"S1415","Trapeliopsis gelatinosa"
"S1416","Trapeliopsis glaucolepidea"
"S1417","Trapeliopsis granulosa"
"S1418","Trapeliopsis percrenata"
"S1419","Trapeliopsis pseudogranulosa"
"S1420","Trapeliopsis viridescens"
"S1421","Trapeliopsis wallrothii"
"S1422","Tremolecia atrata"
"S1423","Trimmatothelopsis rhizobola"
"S1424","Tubeufia heterodermiae"
"S1425","Tuckermannopsis chlorophylla"
"S1426","Tylophoron hibernicum"
"S1427","Tylothallia biformigera"
"S1428","Umbilicaria crustulosa"
"S1429","Umbilicaria cylindrica"
"S1430","Umbilicaria deusta"
"S1431","Umbilicaria hirsuta"
"S1432","Umbilicaria hyperborea"
"S1433","Umbilicaria nylanderiana"
"S1434","Umbilicaria polyphylla"
"S1435","Umbilicaria polyrrhiza"
"S1436","Umbilicaria proboscidea"
"S1437","Umbilicaria torrefacta"
"S1438","Usnea articulata"
"S1439","Usnea ceratina"
"S1440","Usnea cornuta"
"S1441","Usnea dasopoga"
"S1442","Usnea esperantiana"
"S1443","Usnea flammea"
"S1444","Usnea flavocardia"
"S1445","Usnea florida"
"S1446","Usnea fragilescens"
"S1447","Usnea fulvoreagens"
"S1448","Usnea glabrata"
"S1449","Usnea glabrescens"
"S1450","Usnea hirta"
"S1451","Usnea rubicunda"
"S1452","Usnea silesiaca"
"S1453","Usnea subfloridana"
"S1454","Usnea wasmuthii"
"S1455","Vahliella atlantica"
"S1456","Vahliella leucophaea"
"S1457","Varicellaria hemisphaerica"
"S1458","Varicellaria lactea"
"S1459","Varicellaria velata"
"S1460","Verrucaria acrotella"
"S1461","Verrucaria aethiobola"
"S1462","Verrucaria alpicola"
"S1463","Verrucaria anziana"
"S1464","Verrucaria aquatilis"
"S1465","Verrucaria baldensis"
"S1466","Verrucaria bryoctona"
"S1467","Verrucaria caerulea"
"S1468","Verrucaria calciseda sensu auct."
"S1469","Verrucaria cernaensis"
"S1470","Verrucaria consociata"
"S1471","Verrucaria cyanea"
"S1472","Verrucaria degelii"
"S1473","Verrucaria devensis"
"S1474","Verrucaria ditmarsica"
"S1475","Verrucaria dolosa"
"S1476","Verrucaria dufourii"
"S1477","Verrucaria elaeina"
"S1478","Verrucaria elaeomelaena s. lat."
"S1479","Verrucaria fusconigrescens"
"S1480","Verrucaria halizoa"
"S1481","Verrucaria hochstetteri"
"S1482","Verrucaria humida"
"S1483","Verrucaria hydrela"
"S1484","Verrucaria hydrophila"
"S1485","Verrucaria internigrescens"
"S1486","Verrucaria latebrosa"
"S1487","Verrucaria latericola"
"S1488","Verrucaria macrostoma"
"S1489","Verrucaria margacea"
"S1490","Verrucaria mucosa"
"S1491","Verrucaria muralis"
"S1492","Verrucaria murina sensu auct."
"S1493","Verrucaria nigrescens"
"S1494","Verrucaria obfuscans"
"S1495","Verrucaria ochrostoma"
"S1496","Verrucaria pachyderma"
"S1497","Verrucaria pinguicula"
"S1498","Verrucaria polysticta"
"S1499","Verrucaria praetermissa"
"S1500","Verrucaria prominula"
"S1501","Verrucaria rosula"
"S1502","Verrucaria simplex"
"S1503","Verrucaria sphaerospora"
"S1504","Verrucaria squamulosa"
"S1505","Verrucaria striatula"
"S1506","Verrucaria sublobulata"
"S1507","Verrucaria viridula"
"S1508","Verrucaria xyloxena"
"S1509","Vestergrenopsis elaeina"
"S1510","Vezdaea acicularis"
"S1511","Vezdaea aestivalis"
"S1512","Vezdaea cobria"
"S1513","Vezdaea leprosa"
"S1514","Vezdaea retigera"
"S1515","Vezdaea rheocarpa"
"S1516","Violella fucata"
"S1517","Vulpicida pinastri"
"S1518","Wadeana dendrographa"
"S1519","Wadeana minuta"
"S1520","Xanthoparmelia conspersa"
"S1521","Xanthoparmelia delisei"
"S1522","Xanthoparmelia loxodes"
"S1523","Xanthoparmelia luteonotata"
"S1524","Xanthoparmelia mougeotii"
"S1525","Xanthoparmelia pulla"
"S1526","Xanthoparmelia tinctina"
"S1527","Xanthoparmelia verruculifera"
"S1528","Xanthoria aureola"
"S1529","Xanthoria calcicola"
"S1530","Xanthoria candelaria s. lat."
"S1531","Xanthoria elegans"
"S1532","Xanthoria parietina"
"S1533","Xanthoria polycarpa"
"S1534","Xylographa parallela"
"S1535","Xylographa trunciseda"
"S1536","Xylographa vitiligo"
"S1537","Xylopsora caradocensis"
"S1538","Xylopsora friesii"
